country,number_of_hours,low_upper_band,medium_upper_band
Mauritius,2,402,812
Mauritius,3,603,1218
Mauritius,4,803,1624
Mauritius,5,1004,2029
Mauritius,6,1205,2435
Mauritius,7,1406,2841
Mauritius,8,1606,3247
Mauritius,9,1807,3652
Mauritius,10,2008,4058
Mauritius,11,2208,4464
Mauritius,12,2409,4870
Mauritius,13,2610,5276
Mauritius,14,2811,5681
Mauritius,15,3011,6087
Mauritius,16,3212,6493
Mauritius,17,3413,6899
Mauritius,18,3614,7304
Mauritius,19,3814,7710
Mauritius,20,4015,8116
Mauritius,21,4216,8522
Mauritius,22,4416,8928
Mauritius,23,4617,9333
Mauritius,24,4818,9739
Mexico,1,201,406
Mexico,2,402,812
Mexico,3,603,1218
Mexico,4,803,1624
Mexico,5,1004,2029
Mexico,6,1205,2435
Mexico,7,1406,2841
Mexico,8,1606,3247
Mexico,9,1807,3652
Mexico,10,2008,4058
Mexico,11,2208,4464
Mexico,12,2409,4870
Mexico,13,2610,5276
Mexico,14,2811,5681
Mexico,15,3011,6087
Mexico,16,3212,6493
Mexico,17,3413,6899
Mexico,18,3614,7304
Mexico,19,3814,7710
Mexico,20,4015,8116
Mexico,21,4216,8522
Mexico,22,4416,8928
Mexico,23,4617,9333
Mexico,24,4818,9739
Middle Africa (EI),1,201,406
Middle Africa (EI),2,402,812
Middle Africa (EI),3,603,1218
Middle Africa (EI),4,803,1624
Middle Africa (EI),5,1004,2029
Middle Africa (EI),6,1205,2435
Middle Africa (EI),7,1406,2841
Middle Africa (EI),8,1606,3247
Middle Africa (EI),9,1807,3652
Middle Africa (EI),10,2008,4058
Middle Africa (EI),11,2208,4464
Middle Africa (EI),12,2409,4870
Middle Africa (EI),13,2610,5276
Middle Africa (EI),14,2811,5681
Middle Africa (EI),15,3011,6087
Middle Africa (EI),16,3212,6493
Middle Africa (EI),17,3413,6899
Middle Africa (EI),18,3614,7304
Middle Africa (EI),19,3814,7710
Middle Africa (EI),20,4015,8116
Middle Africa (EI),21,4216,8522
Middle Africa (EI),22,4416,8928
Middle Africa (EI),23,4617,9333
Middle Africa (EI),24,4818,9739
Middle East (EI),1,201,406
Middle East (EI),2,402,812
Middle East (EI),3,603,1218
Middle East (EI),4,803,1624
Middle East (EI),5,1004,2029
Middle East (EI),6,1205,2435
Middle East (EI),7,1406,2841
Middle East (EI),8,1606,3247
Middle East (EI),9,1807,3652
Middle East (EI),10,2008,4058
Middle East (EI),11,2208,4464
Middle East (EI),12,2409,4870
Middle East (EI),13,2610,5276
Middle East (EI),14,2811,5681
Middle East (EI),15,3011,6087
Middle East (EI),16,3212,6493
Middle East (EI),17,3413,6899
Middle East (EI),18,3614,7304
Middle East (EI),19,3814,7710
Middle East (EI),20,4015,8116
Middle East (EI),21,4216,8522
Middle East (EI),22,4416,8928
Middle East (EI),23,4617,9333
Middle East (EI),24,4818,9739
Middle East (Ember),1,201,406
Middle East (Ember),2,402,812
Middle East (Ember),3,603,1218
Middle East (Ember),4,803,1624
Middle East (Ember),5,1004,2029
Middle East (Ember),6,1205,2435
Middle East (Ember),7,1406,2841
Middle East (Ember),8,1606,3247
Middle East (Ember),9,1807,3652
Middle East (Ember),10,2008,4058
Middle East (Ember),11,2208,4464
Middle East (Ember),12,2409,4870
Middle East (Ember),13,2610,5276
Middle East (Ember),14,2811,5681
Middle East (Ember),15,3011,6087
Middle East (Ember),16,3212,6493
Middle East (Ember),17,3413,6899
Middle East (Ember),18,3614,7304
Middle East (Ember),19,3814,7710
Middle East (Ember),20,4015,8116
Middle East (Ember),21,4216,8522
Middle East (Ember),22,4416,8928
Middle East (Ember),23,4617,9333
Middle East (Ember),24,4818,9739
Moldova,1,201,406
Moldova,2,402,812
Moldova,3,603,1218
Moldova,4,803,1624
Moldova,5,1004,2029
Moldova,6,1205,2435
Moldova,7,1406,2841
Moldova,8,1606,3247
Moldova,9,1807,3652
Moldova,10,2008,4058
Moldova,11,2208,4464
Moldova,12,2409,4870
Moldova,13,2610,5276
Moldova,14,2811,5681
Moldova,15,3011,6087
Moldova,16,3212,6493
Moldova,17,3413,6899
Moldova,18,3614,7304
Moldova,19,3814,7710
Moldova,20,4015,8116
Moldova,21,4216,8522
Moldova,22,4416,8928
Moldova,23,4617,9333
Moldova,24,4818,9739
Mongolia,1,201,406
Mongolia,2,402,812
Mongolia,3,603,1218
Mongolia,4,803,1624
Mongolia,5,1004,2029
Mongolia,6,1205,2435
Mongolia,7,1406,2841
Mongolia,8,1606,3247
Mongolia,9,1807,3652
Mongolia,10,2008,4058
Mongolia,11,2208,4464
Mongolia,12,2409,4870
Mongolia,13,2610,5276
Mongolia,14,2811,5681
Mongolia,15,3011,6087
Mongolia,16,3212,6493
Mongolia,17,3413,6899
Mongolia,18,3614,7304
Mongolia,19,3814,7710
Mongolia,20,4015,8116
Mongolia,21,4216,8522
Mongolia,22,4416,8928
Mongolia,23,4617,9333
Mongolia,24,4818,9739
Montenegro,1,201,406
Montenegro,2,402,812
Montenegro,3,603,1218
Montenegro,4,803,1624
Montenegro,5,1004,2029
Montenegro,6,1205,2435
Montenegro,7,1406,2841
Montenegro,8,1606,3247
Montenegro,9,1807,3652
Montenegro,10,2008,4058
Montenegro,11,2208,4464
Montenegro,12,2409,4870
Montenegro,13,2610,5276
Montenegro,14,2811,5681
Montenegro,15,3011,6087
Montenegro,16,3212,6493
Montenegro,17,3413,6899
Montenegro,18,3614,7304
Montenegro,19,3814,7710
Montenegro,20,4015,8116
Montenegro,21,4216,8522
Montenegro,22,4416,8928
Montenegro,23,4617,9333
Montenegro,24,4818,9739
Montserrat,1,201,406
Montserrat,2,402,812
Montserrat,3,603,1218
Montserrat,4,803,1624
Montserrat,5,1004,2029
Montserrat,6,1205,2435
Montserrat,7,1406,2841
Montserrat,8,1606,3247
Montserrat,9,1807,3652
Montserrat,10,2008,4058
Montserrat,11,2208,4464
Montserrat,12,2409,4870
Montserrat,13,2610,5276
Montserrat,14,2811,5681
Montserrat,15,3011,6087
Montserrat,16,3212,6493
Montserrat,17,3413,6899
Montserrat,18,3614,7304
Montserrat,19,3814,7710
Montserrat,20,4015,8116
Montserrat,21,4216,8522
Montserrat,22,4416,8928
Montserrat,23,4617,9333
Montserrat,24,4818,9739
Morocco,1,201,406
Morocco,2,402,812
Morocco,3,603,1218
Morocco,4,803,1624
Morocco,5,1004,2029
Morocco,6,1205,2435
Morocco,7,1406,2841
Morocco,8,1606,3247
Morocco,9,1807,3652
Morocco,10,2008,4058
Morocco,11,2208,4464
Morocco,12,2409,4870
Morocco,13,2610,5276
Morocco,14,2811,5681
Morocco,15,3011,6087
Morocco,16,3212,6493
Morocco,17,3413,6899
Morocco,18,3614,7304
Morocco,19,3814,7710
Morocco,20,4015,8116
Morocco,21,4216,8522
Morocco,22,4416,8928
Morocco,23,4617,9333
Morocco,24,4818,9739
Namibia,1,201,406
Namibia,2,402,812
Namibia,3,603,1218
Namibia,4,803,1624
Namibia,5,1004,2029
Namibia,6,1205,2435
Namibia,7,1406,2841
Namibia,8,1606,3247
Namibia,9,1807,3652
Namibia,10,2008,4058
Namibia,11,2208,4464
Namibia,12,2409,4870
Namibia,13,2610,5276
Namibia,14,2811,5681
Namibia,15,3011,6087
Namibia,16,3212,6493
Namibia,17,3413,6899
Namibia,18,3614,7304
Namibia,19,3814,7710
Namibia,20,4015,8116
Namibia,21,4216,8522
Namibia,22,4416,8928
Namibia,23,4617,9333
Namibia,24,4818,9739
Nauru,1,201,406
Nauru,2,402,812
Nauru,3,603,1218
Nauru,4,803,1624
Nauru,5,1004,2029
Nauru,6,1205,2435
Nauru,7,1406,2841
Nauru,8,1606,3247
Nauru,9,1807,3652
Nauru,10,2008,4058
Nauru,11,2208,4464
Nauru,12,2409,4870
Nauru,13,2610,5276
Nauru,14,2811,5681
Nauru,15,3011,6087
Nauru,16,3212,6493
Nauru,17,3413,6899
Nauru,18,3614,7304
Nauru,19,3814,7710
Nauru,20,4015,8116
Nauru,21,4216,8522
Nauru,22,4416,8928
Nauru,23,4617,9333
Nauru,24,4818,9739
Nepal,1,201,406
Nepal,2,402,812
Nepal,3,603,1218
Nepal,4,803,1624
Nepal,5,1004,2029
Nepal,6,1205,2435
Nepal,7,1406,2841
Nepal,8,1606,3247
Nepal,9,1807,3652
Nepal,10,2008,4058
Nepal,11,2208,4464
Nepal,12,2409,4870
Nepal,13,2610,5276
Nepal,14,2811,5681
Nepal,15,3011,6087
Nepal,16,3212,6493
Nepal,17,3413,6899
Nepal,18,3614,7304
Nepal,19,3814,7710
Nepal,20,4015,8116
Nepal,21,4216,8522
Nepal,22,4416,8928
Nepal,23,4617,9333
Nepal,24,4818,9739
Netherlands,1,201,406
Netherlands,2,402,812
Netherlands,3,603,1218
Netherlands,4,803,1624
Netherlands,5,1004,2029
Netherlands,6,1205,2435
Netherlands,7,1406,2841
Netherlands,8,1606,3247
Netherlands,9,1807,3652
Netherlands,10,2008,4058
Netherlands,11,2208,4464
Netherlands,12,2409,4870
Netherlands,13,2610,5276
Netherlands,14,2811,5681
Netherlands,15,3011,6087
Netherlands,16,3212,6493
Netherlands,17,3413,6899
Netherlands,18,3614,7304
Netherlands,19,3814,7710
Netherlands,20,4015,8116
Netherlands,21,4216,8522
Netherlands,22,4416,8928
Netherlands,23,4617,9333
Netherlands,24,4818,9739
New Zealand,1,201,406
New Zealand,2,402,812
New Zealand,3,603,1218
New Zealand,4,803,1624
New Zealand,5,1004,2029
New Zealand,6,1205,2435
New Zealand,7,1406,2841
New Zealand,8,1606,3247
New Zealand,9,1807,3652
New Zealand,10,2008,4058
New Zealand,11,2208,4464
New Zealand,12,2409,4870
New Zealand,13,2610,5276
New Zealand,14,2811,5681
New Zealand,15,3011,6087
New Zealand,16,3212,6493
New Zealand,17,3413,6899
New Zealand,18,3614,7304
New Zealand,19,3814,7710
New Zealand,20,4015,8116
New Zealand,21,4216,8522
New Zealand,22,4416,8928
New Zealand,23,4617,9333
New Zealand,24,4818,9739
Nicaragua,1,201,406
Nicaragua,2,402,812
Nicaragua,3,603,1218
Nicaragua,4,803,1624
Nicaragua,5,1004,2029
Nicaragua,6,1205,2435
Nicaragua,7,1406,2841
Nicaragua,8,1606,3247
Nicaragua,9,1807,3652
Nicaragua,10,2008,4058
Nicaragua,11,2208,4464
Nicaragua,12,2409,4870
Nicaragua,13,2610,5276
Nicaragua,14,2811,5681
Nicaragua,15,3011,6087
Nicaragua,16,3212,6493
Nicaragua,17,3413,6899
Nicaragua,18,3614,7304
Nicaragua,19,3814,7710
Nicaragua,20,4015,8116
Nicaragua,21,4216,8522
Nicaragua,22,4416,8928
Nicaragua,23,4617,9333
Nicaragua,24,4818,9739
Niger,1,201,406
Niger,2,402,812
Niger,3,603,1218
Niger,4,803,1624
Niger,5,1004,2029
Niger,6,1205,2435
Niger,7,1406,2841
Niger,8,1606,3247
Niger,9,1807,3652
Niger,10,2008,4058
Niger,11,2208,4464
Niger,12,2409,4870
Niger,13,2610,5276
Niger,14,2811,5681
Niger,15,3011,6087
Niger,16,3212,6493
Niger,17,3413,6899
Niger,18,3614,7304
Niger,19,3814,7710
Niger,20,4015,8116
Niger,21,4216,8522
Niger,22,4416,8928
Niger,23,4617,9333
Niger,24,4818,9739
Nigeria,1,201,406
Nigeria,2,402,812
Nigeria,3,603,1218
Nigeria,4,803,1624
Nigeria,5,1004,2029
Nigeria,6,1205,2435
Nigeria,7,1406,2841
Nigeria,8,1606,3247
Nigeria,9,1807,3652
Nigeria,10,2008,4058
Nigeria,11,2208,4464
Nigeria,12,2409,4870
Nigeria,13,2610,5276
Nigeria,14,2811,5681
Nigeria,15,3011,6087
Nigeria,16,3212,6493
Nigeria,17,3413,6899
Nigeria,18,3614,7304
Nigeria,19,3814,7710
Nigeria,20,4015,8116
Nigeria,21,4216,8522
Nigeria,22,4416,8928
Nigeria,23,4617,9333
Nigeria,24,4818,9739
Non-OECD (EI),1,201,406
Non-OECD (EI),2,402,812
Non-OECD (EI),3,603,1218
Non-OECD (EI),4,803,1624
Non-OECD (EI),5,1004,2029
Non-OECD (EI),6,1205,2435
Non-OECD (EI),7,1406,2841
Non-OECD (EI),8,1606,3247
Non-OECD (EI),9,1807,3652
Non-OECD (EI),10,2008,4058
Non-OECD (EI),11,2208,4464
Non-OECD (EI),12,2409,4870
Non-OECD (EI),13,2610,5276
Non-OECD (EI),14,2811,5681
Non-OECD (EI),15,3011,6087
Non-OECD (EI),16,3212,6493
Non-OECD (EI),17,3413,6899
Non-OECD (EI),18,3614,7304
Non-OECD (EI),19,3814,7710
Non-OECD (EI),20,4015,8116
Non-OECD (EI),21,4216,8522
Non-OECD (EI),22,4416,8928
Non-OECD (EI),23,4617,9333
Non-OECD (EI),24,4818,9739
North America,1,201,406
North America,2,402,812
North America,3,603,1218
North America,4,803,1624
North America,5,1004,2029
North America,6,1205,2435
North America,7,1406,2841
North America,8,1606,3247
North America,9,1807,3652
North America,10,2008,4058
North America,11,2208,4464
North America,12,2409,4870
North America,13,2610,5276
North America,14,2811,5681
North America,15,3011,6087
North America,16,3212,6493
North America,17,3413,6899
North America,18,3614,7304
North America,19,3814,7710
North America,20,4015,8116
North America,21,4216,8522
North America,22,4416,8928
North America,23,4617,9333
North America,24,4818,9739
North America (EI),1,201,406
North America (EI),2,402,812
North America (EI),3,603,1218
North America (EI),4,803,1624
North America (EI),5,1004,2029
North America (EI),6,1205,2435
North America (EI),7,1406,2841
North America (EI),8,1606,3247
North America (EI),9,1807,3652
North America (EI),10,2008,4058
North America (EI),11,2208,4464
North America (EI),12,2409,4870
North America (EI),13,2610,5276
North America (EI),14,2811,5681
North America (EI),15,3011,6087
North America (EI),16,3212,6493
